Country,Timeframe,Sex,Year,Age,mx
GBRTENW,Period,Total,1986,49,0.00389
GBRTENW,Period,Total,1986,50,0.00433
GBRTENW,Period,Total,1986,51,0.00485
GBRTENW,Period,Total,1986,52,0.00528
GBRTENW,Period,Total,1986,53,0.00598
GBRTENW,Period,Total,1986,54,0.00651
GBRTENW,Period,Total,1986,55,0.00736
GBRTENW,Period,Total,1986,56,0.00846
GBRTENW,Period,Total,1986,57,0.00901
GBRTENW,Period,Total,1986,58,0.01035
GBRTENW,Period,Total,1986,59,0.01206
GBRTENW,Period,Total,1986,60,0.01332
GBRTENW,Period,Total,1986,61,0.01461
GBRTENW,Period,Total,1986,62,0.01610
GBRTENW,Period,Total,1986,63,0.01731
GBRTENW,Period,Total,1986,64,0.01900
GBRTENW,Period,Total,1986,65,0.02098
GBRTENW,Period,Total,1986,66,0.02433
GBRTENW,Period,Total,1986,67,0.02327
GBRTENW,Period,Total,1986,68,0.02679
GBRTENW,Period,Total,1986,69,0.03080
GBRTENW,Period,Total,1986,70,0.03275
GBRTENW,Period,Total,1986,71,0.03621
GBRTENW,Period,Total,1986,72,0.04032
GBRTENW,Period,Total,1986,73,0.04347
GBRTENW,Period,Total,1986,74,0.04833
GBRTENW,Period,Total,1986,75,0.05231
GBRTENW,Period,Total,1986,76,0.05817
GBRTENW,Period,Total,1986,77,0.06337
GBRTENW,Period,Total,1986,78,0.06899
GBRTENW,Period,Total,1986,79,0.07614
GBRTENW,Period,Total,1986,80,0.08303
GBRTENW,Period,Total,1986,81,0.09201
GBRTENW,Period,Total,1986,82,0.10002
GBRTENW,Period,Total,1986,83,0.10985
GBRTENW,Period,Total,1986,84,0.12026
GBRTENW,Period,Total,1986,85,0.13283
GBRTENW,Period,Total,1986,86,0.14813
GBRTENW,Period,Total,1986,87,0.15496
GBRTENW,Period,Total,1986,88,0.17280
GBRTENW,Period,Total,1986,89,0.19114
GBRTENW,Period,Total,1986,90,0.20906
GBRTENW,Period,Total,1986,91,0.22248
GBRTENW,Period,Total,1986,92,0.24053
GBRTENW,Period,Total,1986,93,0.27544
GBRTENW,Period,Total,1986,94,0.28959
GBRTENW,Period,Total,1986,95,0.31469
GBRTENW,Period,Total,1986,96,0.33778
GBRTENW,Period,Total,1986,97,0.35614
GBRTENW,Period,Total,1986,98,0.37089
GBRTENW,Period,Total,1986,99,0.39128
GBRTENW,Period,Total,1986,100,0.43996
GBRTENW,Period,Total,1986,101,0.45564
GBRTENW,Period,Total,1986,102,0.47891
GBRTENW,Period,Total,1986,103,0.42198
GBRTENW,Period,Total,1986,104,0.47273
GBRTENW,Period,Total,1986,105,0.43457
GBRTENW,Period,Total,1986,106,0.47510
GBRTENW,Period,Total,1986,107,0.47688
GBRTENW,Period,Total,1986,108,1.43639
GBRTENW,Period,Total,1986,109,0.86705
GBRTENW,Period,Total,1986,110,"NA"
GBRTENW,Period,Total,1987,0,0.00940
GBRTENW,Period,Total,1987,1,0.00068
GBRTENW,Period,Total,1987,2,0.00042
GBRTENW,Period,Total,1987,3,0.00030
GBRTENW,Period,Total,1987,4,0.00025
GBRTENW,Period,Total,1987,5,0.00021
GBRTENW,Period,Total,1987,6,0.00020
GBRTENW,Period,Total,1987,7,0.00015
GBRTENW,Period,Total,1987,8,0.00015
GBRTENW,Period,Total,1987,9,0.00017
GBRTENW,Period,Total,1987,10,0.00015
GBRTENW,Period,Total,1987,11,0.00018
GBRTENW,Period,Total,1987,12,0.00020
GBRTENW,Period,Total,1987,13,0.00025
GBRTENW,Period,Total,1987,14,0.00027
GBRTENW,Period,Total,1987,15,0.00030
GBRTENW,Period,Total,1987,16,0.00038
GBRTENW,Period,Total,1987,17,0.00055
GBRTENW,Period,Total,1987,18,0.00063
GBRTENW,Period,Total,1987,19,0.00063
GBRTENW,Period,Total,1987,20,0.00060
GBRTENW,Period,Total,1987,21,0.00063
GBRTENW,Period,Total,1987,22,0.00057
GBRTENW,Period,Total,1987,23,0.00057
GBRTENW,Period,Total,1987,24,0.00058
GBRTENW,Period,Total,1987,25,0.00056
GBRTENW,Period,Total,1987,26,0.00059
GBRTENW,Period,Total,1987,27,0.00059
GBRTENW,Period,Total,1987,28,0.00058
GBRTENW,Period,Total,1987,29,0.00059
GBRTENW,Period,Total,1987,30,0.00070
GBRTENW,Period,Total,1987,31,0.00077
GBRTENW,Period,Total,1987,32,0.00078
GBRTENW,Period,Total,1987,33,0.00086
GBRTENW,Period,Total,1987,34,0.00089
GBRTENW,Period,Total,1987,35,0.00093
GBRTENW,Period,Total,1987,36,0.00102
GBRTENW,Period,Total,1987,37,0.00107
GBRTENW,Period,Total,1987,38,0.00108
GBRTENW,Period,Total,1987,39,0.00126
GBRTENW,Period,Total,1987,40,0.00141
GBRTENW,Period,Total,1987,41,0.00152
GBRTENW,Period,Total,1987,42,0.00177
GBRTENW,Period,Total,1987,43,0.00195
GBRTENW,Period,Total,1987,44,0.00216
GBRTENW,Period,Total,1987,45,0.00241
GBRTENW,Period,Total,1987,46,0.00277
GBRTENW,Period,Total,1987,47,0.00312
GBRTENW,Period,Total,1987,48,0.00324
GBRTENW,Period,Total,1987,49,0.00369
GBRTENW,Period,Total,1987,50,0.00423
GBRTENW,Period,Total,1987,51,0.00462
GBRTENW,Period,Total,1987,52,0.00522
GBRTENW,Period,Total,1987,53,0.00568
GBRTENW,Period,Total,1987,54,0.00648
GBRTENW,Period,Total,1987,55,0.00724
GBRTENW,Period,Total,1987,56,0.00828
GBRTENW,Period,Total,1987,57,0.00916
GBRTENW,Period,Total,1987,58,0.01027
GBRTENW,Period,Total,1987,59,0.01129
GBRTENW,Period,Total,1987,60,0.01253
GBRTENW,Period,Total,1987,61,0.01443
GBRTENW,Period,Total,1987,62,0.01556
GBRTENW,Period,Total,1987,63,0.01691
GBRTENW,Period,Total,1987,64,0.01863
GBRTENW,Period,Total,1987,65,0.02065
GBRTENW,Period,Total,1987,66,0.02230
GBRTENW,Period,Total,1987,67,0.02619
GBRTENW,Period,Total,1987,68,0.02456
GBRTENW,Period,Total,1987,69,0.02876
GBRTENW,Period,Total,1987,70,0.03223
GBRTENW,Period,Total,1987,71,0.03520
GBRTENW,Period,Total,1987,72,0.03896
GBRTENW,Period,Total,1987,73,0.04237
GBRTENW,Period,Total,1987,74,0.04618
GBRTENW,Period,Total,1987,75,0.05075
GBRTENW,Period,Total,1987,76,0.05547
GBRTENW,Period,Total,1987,77,0.06046
GBRTENW,Period,Total,1987,78,0.06560
GBRTENW,Period,Total,1987,79,0.07329
GBRTENW,Period,Total,1987,80,0.08014
GBRTENW,Period,Total,1987,81,0.08669
GBRTENW,Period,Total,1987,82,0.09590
GBRTENW,Period,Total,1987,83,0.10517
GBRTENW,Period,Total,1987,84,0.11592
GBRTENW,Period,Total,1987,85,0.12514
GBRTENW,Period,Total,1987,86,0.13922
GBRTENW,Period,Total,1987,87,0.15207
GBRTENW,Period,Total,1987,88,0.15745
GBRTENW,Period,Total,1987,89,0.17949
GBRTENW,Period,Total,1987,90,0.19661
GBRTENW,Period,Total,1987,91,0.20894
GBRTENW,Period,Total,1987,92,0.23531
GBRTENW,Period,Total,1987,93,0.25088
GBRTENW,Period,Total,1987,94,0.28096
GBRTENW,Period,Total,1987,95,0.29104
GBRTENW,Period,Total,1987,96,0.32837
GBRTENW,Period,Total,1987,97,0.33585
GBRTENW,Period,Total,1987,98,0.35987
GBRTENW,Period,Total,1987,99,0.35730
GBRTENW,Period,Total,1987,100,0.43107
GBRTENW,Period,Total,1987,101,0.45163
GBRTENW,Period,Total,1987,102,0.48495
GBRTENW,Period,Total,1987,103,0.50885
GBRTENW,Period,Total,1987,104,0.67780
GBRTENW,Period,Total,1987,105,0.54785
GBRTENW,Period,Total,1987,106,0.59671
GBRTENW,Period,Total,1987,107,0.70594
GBRTENW,Period,Total,1987,108,0.36265
GBRTENW,Period,Total,1987,109,1.03093
GBRTENW,Period,Total,1987,110,0.00000
GBRTENW,Period,Total,1988,0,0.00924
GBRTENW,Period,Total,1988,1,0.00067
GBRTENW,Period,Total,1988,2,0.00042
GBRTENW,Period,Total,1988,3,0.00033
GBRTENW,Period,Total,1988,4,0.00023
GBRTENW,Period,Total,1988,5,0.00019
GBRTENW,Period,Total,1988,6,0.00019
GBRTENW,Period,Total,1988,7,0.00020
GBRTENW,Period,Total,1988,8,0.00021
GBRTENW,Period,Total,1988,9,0.00016
GBRTENW,Period,Total,1988,10,0.00017
GBRTENW,Period,Total,1988,11,0.00018
GBRTENW,Period,Total,1988,12,0.00017
GBRTENW,Period,Total,1988,13,0.00026
GBRTENW,Period,Total,1988,14,0.00026
GBRTENW,Period,Total,1988,15,0.00032
GBRTENW,Period,Total,1988,16,0.00038
GBRTENW,Period,Total,1988,17,0.00058
GBRTENW,Period,Total,1988,18,0.00060
GBRTENW,Period,Total,1988,19,0.00057
GBRTENW,Period,Total,1988,20,0.00065
GBRTENW,Period,Total,1988,21,0.00060
GBRTENW,Period,Total,1988,22,0.00058
GBRTENW,Period,Total,1988,23,0.00060
GBRTENW,Period,Total,1988,24,0.00055
GBRTENW,Period,Total,1988,25,0.00056
GBRTENW,Period,Total,1988,26,0.00056
GBRTENW,Period,Total,1988,27,0.00059
GBRTENW,Period,Total,1988,28,0.00062
GBRTENW,Period,Total,1988,29,0.00061
GBRTENW,Period,Total,1988,30,0.00066
GBRTENW,Period,Total,1988,31,0.00074
GBRTENW,Period,Total,1988,32,0.00079
GBRTENW,Period,Total,1988,33,0.00084
GBRTENW,Period,Total,1988,34,0.00095
GBRTENW,Period,Total,1988,35,0.00096
GBRTENW,Period,Total,1988,36,0.00099
GBRTENW,Period,Total,1988,37,0.00107
GBRTENW,Period,Total,1988,38,0.00114
GBRTENW,Period,Total,1988,39,0.00126
GBRTENW,Period,Total,1988,40,0.00139
GBRTENW,Period,Total,1988,41,0.00169
GBRTENW,Period,Total,1988,42,0.00161
GBRTENW,Period,Total,1988,43,0.00195
GBRTENW,Period,Total,1988,44,0.00213
GBRTENW,Period,Total,1988,45,0.00239
GBRTENW,Period,Total,1988,46,0.00271
GBRTENW,Period,Total,1988,47,0.00296
GBRTENW,Period,Total,1988,48,0.00349
GBRTENW,Period,Total,1988,49,0.00360
GBRTENW,Period,Total,1988,50,0.00409
GBRTENW,Period,Total,1988,51,0.00445
GBRTENW,Period,Total,1988,52,0.00491
GBRTENW,Period,Total,1988,53,0.00573
GBRTENW,Period,Total,1988,54,0.00618
GBRTENW,Period,Total,1988,55,0.00701
GBRTENW,Period,Total,1988,56,0.00784
GBRTENW,Period,Total,1988,57,0.00878
GBRTENW,Period,Total,1988,58,0.00962
GBRTENW,Period,Total,1988,59,0.01089
GBRTENW,Period,Total,1988,60,0.01210
GBRTENW,Period,Total,1988,61,0.01399
GBRTENW,Period,Total,1988,62,0.01547
GBRTENW,Period,Total,1988,63,0.01700
GBRTENW,Period,Total,1988,64,0.01871
GBRTENW,Period,Total,1988,65,0.02020
GBRTENW,Period,Total,1988,66,0.02241
GBRTENW,Period,Total,1988,67,0.02399
GBRTENW,Period,Total,1988,68,0.02831
GBRTENW,Period,Total,1988,69,0.02700
GBRTENW,Period,Total,1988,70,0.03102
GBRTENW,Period,Total,1988,71,0.03471
GBRTENW,Period,Total,1988,72,0.03810
GBRTENW,Period,Total,1988,73,0.04269
GBRTENW,Period,Total,1988,74,0.04640
GBRTENW,Period,Total,1988,75,0.04991
GBRTENW,Period,Total,1988,76,0.05511
GBRTENW,Period,Total,1988,77,0.05970
GBRTENW,Period,Total,1988,78,0.06522
GBRTENW,Period,Total,1988,79,0.07207
GBRTENW,Period,Total,1988,80,0.07949
GBRTENW,Period,Total,1988,81,0.08699
GBRTENW,Period,Total,1988,82,0.09490
GBRTENW,Period,Total,1988,83,0.10564
GBRTENW,Period,Total,1988,84,0.11366
GBRTENW,Period,Total,1988,85,0.12711
GBRTENW,Period,Total,1988,86,0.13883
GBRTENW,Period,Total,1988,87,0.15201
GBRTENW,Period,Total,1988,88,0.16511
GBRTENW,Period,Total,1988,89,0.17864
GBRTENW,Period,Total,1988,90,0.19634
GBRTENW,Period,Total,1988,91,0.21341
GBRTENW,Period,Total,1988,92,0.23833
GBRTENW,Period,Total,1988,93,0.25840
GBRTENW,Period,Total,1988,94,0.27293
GBRTENW,Period,Total,1988,95,0.29892
GBRTENW,Period,Total,1988,96,0.32533
GBRTENW,Period,Total,1988,97,0.36185
GBRTENW,Period,Total,1988,98,0.36784
GBRTENW,Period,Total,1988,99,0.40777
GBRTENW,Period,Total,1988,100,0.44831
GBRTENW,Period,Total,1988,101,0.46505
GBRTENW,Period,Total,1988,102,0.48543
GBRTENW,Period,Total,1988,103,0.46883
GBRTENW,Period,Total,1988,104,0.65066
GBRTENW,Period,Total,1988,105,0.65690
GBRTENW,Period,Total,1988,106,0.60128
GBRTENW,Period,Total,1988,107,0.55344
GBRTENW,Period,Total,1988,108,1.00976
GBRTENW,Period,Total,1988,109,0.50977
GBRTENW,Period,Total,1988,110,0.83799
GBRTENW,Period,Total,1989,0,0.00851
GBRTENW,Period,Total,1989,1,0.00064
GBRTENW,Period,Total,1989,2,0.00040
GBRTENW,Period,Total,1989,3,0.00032
GBRTENW,Period,Total,1989,4,0.00026
GBRTENW,Period,Total,1989,5,0.00024
GBRTENW,Period,Total,1989,6,0.00020
GBRTENW,Period,Total,1989,7,0.00020
GBRTENW,Period,Total,1989,8,0.00016
GBRTENW,Period,Total,1989,9,0.00016
GBRTENW,Period,Total,1989,10,0.00016
GBRTENW,Period,Total,1989,11,0.00015
GBRTENW,Period,Total,1989,12,0.00020
GBRTENW,Period,Total,1989,13,0.00019
GBRTENW,Period,Total,1989,14,0.00025
GBRTENW,Period,Total,1989,15,0.00030
GBRTENW,Period,Total,1989,16,0.00042
GBRTENW,Period,Total,1989,17,0.00059
GBRTENW,Period,Total,1989,18,0.00065
GBRTENW,Period,Total,1989,19,0.00062
GBRTENW,Period,Total,1989,20,0.00059
GBRTENW,Period,Total,1989,21,0.00060
GBRTENW,Period,Total,1989,22,0.00059
GBRTENW,Period,Total,1989,23,0.00058
GBRTENW,Period,Total,1989,24,0.00063
GBRTENW,Period,Total,1989,25,0.00061
GBRTENW,Period,Total,1989,26,0.00054
GBRTENW,Period,Total,1989,27,0.00057
GBRTENW,Period,Total,1989,28,0.00063
GBRTENW,Period,Total,1989,29,0.00066
GBRTENW,Period,Total,1989,30,0.00065
GBRTENW,Period,Total,1989,31,0.00073
GBRTENW,Period,Total,1989,32,0.00072
GBRTENW,Period,Total,1989,33,0.00084
GBRTENW,Period,Total,1989,34,0.00083
GBRTENW,Period,Total,1989,35,0.00095
GBRTENW,Period,Total,1989,36,0.00108
GBRTENW,Period,Total,1989,37,0.00114
GBRTENW,Period,Total,1989,38,0.00118
GBRTENW,Period,Total,1989,39,0.00125
GBRTENW,Period,Total,1989,40,0.00137
GBRTENW,Period,Total,1989,41,0.00144
GBRTENW,Period,Total,1989,42,0.00172
GBRTENW,Period,Total,1989,43,0.00177
GBRTENW,Period,Total,1989,44,0.00217
GBRTENW,Period,Total,1989,45,0.00234
GBRTENW,Period,Total,1989,46,0.00251
GBRTENW,Period,Total,1989,47,0.00299
GBRTENW,Period,Total,1989,48,0.00321
GBRTENW,Period,Total,1989,49,0.00364
GBRTENW,Period,Total,1989,50,0.00395
GBRTENW,Period,Total,1989,51,0.00437
GBRTENW,Period,Total,1989,52,0.00482
GBRTENW,Period,Total,1989,53,0.00543
GBRTENW,Period,Total,1989,54,0.00605
GBRTENW,Period,Total,1989,55,0.00665
GBRTENW,Period,Total,1989,56,0.00764
GBRTENW,Period,Total,1989,57,0.00854
GBRTENW,Period,Total,1989,58,0.00921
GBRTENW,Period,Total,1989,59,0.01067
GBRTENW,Period,Total,1989,60,0.01196
GBRTENW,Period,Total,1989,61,0.01332
GBRTENW,Period,Total,1989,62,0.01473
GBRTENW,Period,Total,1989,63,0.01628
GBRTENW,Period,Total,1989,64,0.01825
GBRTENW,Period,Total,1989,65,0.02013
GBRTENW,Period,Total,1989,66,0.02176
GBRTENW,Period,Total,1989,67,0.02434
GBRTENW,Period,Total,1989,68,0.02583
GBRTENW,Period,Total,1989,69,0.03050
GBRTENW,Period,Total,1989,70,0.02945
GBRTENW,Period,Total,1989,71,0.03357
GBRTENW,Period,Total,1989,72,0.03780
GBRTENW,Period,Total,1989,73,0.04107
GBRTENW,Period,Total,1989,74,0.04580
GBRTENW,Period,Total,1989,75,0.04991
GBRTENW,Period,Total,1989,76,0.05480
GBRTENW,Period,Total,1989,77,0.05998
GBRTENW,Period,Total,1989,78,0.06508
GBRTENW,Period,Total,1989,79,0.07287
GBRTENW,Period,Total,1989,80,0.08041
GBRTENW,Period,Total,1989,81,0.08761
GBRTENW,Period,Total,1989,82,0.09639
GBRTENW,Period,Total,1989,83,0.10476
GBRTENW,Period,Total,1989,84,0.11610
GBRTENW,Period,Total,1989,85,0.12779
GBRTENW,Period,Total,1989,86,0.14020
GBRTENW,Period,Total,1989,87,0.15295
GBRTENW,Period,Total,1989,88,0.16830
GBRTENW,Period,Total,1989,89,0.18737
GBRTENW,Period,Total,1989,90,0.19812
GBRTENW,Period,Total,1989,91,0.22160
GBRTENW,Period,Total,1989,92,0.24293
GBRTENW,Period,Total,1989,93,0.26712
GBRTENW,Period,Total,1989,94,0.28866
GBRTENW,Period,Total,1989,95,0.30630
GBRTENW,Period,Total,1989,96,0.34048
GBRTENW,Period,Total,1989,97,0.34907
GBRTENW,Period,Total,1989,98,0.37411
GBRTENW,Period,Total,1989,99,0.42137
GBRTENW,Period,Total,1989,100,0.47378
GBRTENW,Period,Total,1989,101,0.48301
GBRTENW,Period,Total,1989,102,0.49669
GBRTENW,Period,Total,1989,103,0.56043
GBRTENW,Period,Total,1989,104,0.49436
GBRTENW,Period,Total,1989,105,0.61273
GBRTENW,Period,Total,1989,106,0.77492
GBRTENW,Period,Total,1989,107,0.48074
GBRTENW,Period,Total,1989,108,1.36778
GBRTENW,Period,Total,1989,109,0.76726
GBRTENW,Period,Total,1989,110,0.67950
GBRTENW,Period,Total,1990,0,0.00810
GBRTENW,Period,Total,1990,1,0.00065
GBRTENW,Period,Total,1990,2,0.00035
GBRTENW,Period,Total,1990,3,0.00030
GBRTENW,Period,Total,1990,4,0.00022
GBRTENW,Period,Total,1990,5,0.00018
GBRTENW,Period,Total,1990,6,0.00020
GBRTENW,Period,Total,1990,7,0.00015
GBRTENW,Period,Total,1990,8,0.00017
GBRTENW,Period,Total,1990,9,0.00017
GBRTENW,Period,Total,1990,10,0.00015
GBRTENW,Period,Total,1990,11,0.00019
GBRTENW,Period,Total,1990,12,0.00016
GBRTENW,Period,Total,1990,13,0.00019
GBRTENW,Period,Total,1990,14,0.00025
GBRTENW,Period,Total,1990,15,0.00033
GBRTENW,Period,Total,1990,16,0.00044
GBRTENW,Period,Total,1990,17,0.00060
GBRTENW,Period,Total,1990,18,0.00060
GBRTENW,Period,Total,1990,19,0.00059
GBRTENW,Period,Total,1990,20,0.00063
GBRTENW,Period,Total,1990,21,0.00064
GBRTENW,Period,Total,1990,22,0.00064
GBRTENW,Period,Total,1990,23,0.00063
GBRTENW,Period,Total,1990,24,0.00061
GBRTENW,Period,Total,1990,25,0.00062
GBRTENW,Period,Total,1990,26,0.00067
GBRTENW,Period,Total,1990,27,0.00064
GBRTENW,Period,Total,1990,28,0.00066
GBRTENW,Period,Total,1990,29,0.00069
GBRTENW,Period,Total,1990,30,0.00066
GBRTENW,Period,Total,1990,31,0.00074
GBRTENW,Period,Total,1990,32,0.00080
GBRTENW,Period,Total,1990,33,0.00077
GBRTENW,Period,Total,1990,34,0.00082
GBRTENW,Period,Total,1990,35,0.00093
GBRTENW,Period,Total,1990,36,0.00104
GBRTENW,Period,Total,1990,37,0.00114
GBRTENW,Period,Total,1990,38,0.00119
GBRTENW,Period,Total,1990,39,0.00130
GBRTENW,Period,Total,1990,40,0.00130
GBRTENW,Period,Total,1990,41,0.00159
GBRTENW,Period,Total,1990,42,0.00174
GBRTENW,Period,Total,1990,43,0.00190
GBRTENW,Period,Total,1990,44,0.00189
GBRTENW,Period,Total,1990,45,0.00239
GBRTENW,Period,Total,1990,46,0.00257
GBRTENW,Period,Total,1990,47,0.00289
GBRTENW,Period,Total,1990,48,0.00312
GBRTENW,Period,Total,1990,49,0.00338
GBRTENW,Period,Total,1990,50,0.00401
GBRTENW,Period,Total,1990,51,0.00441
GBRTENW,Period,Total,1990,52,0.00467
GBRTENW,Period,Total,1990,53,0.00525
GBRTENW,Period,Total,1990,54,0.00576
GBRTENW,Period,Total,1990,55,0.00663
GBRTENW,Period,Total,1990,56,0.00752
GBRTENW,Period,Total,1990,57,0.00834
GBRTENW,Period,Total,1990,58,0.00919
GBRTENW,Period,Total,1990,59,0.01010
GBRTENW,Period,Total,1990,60,0.01156
GBRTENW,Period,Total,1990,61,0.01286
GBRTENW,Period,Total,1990,62,0.01414
GBRTENW,Period,Total,1990,63,0.01585
GBRTENW,Period,Total,1990,64,0.01812
GBRTENW,Period,Total,1990,65,0.01983
GBRTENW,Period,Total,1990,66,0.02104
GBRTENW,Period,Total,1990,67,0.02369
GBRTENW,Period,Total,1990,68,0.02544
GBRTENW,Period,Total,1990,69,0.02859
GBRTENW,Period,Total,1990,70,0.03232
GBRTENW,Period,Total,1990,71,0.03070
GBRTENW,Period,Total,1990,72,0.03590
GBRTENW,Period,Total,1990,73,0.04088
GBRTENW,Period,Total,1990,74,0.04398
GBRTENW,Period,Total,1990,75,0.04874
GBRTENW,Period,Total,1990,76,0.05287
GBRTENW,Period,Total,1990,77,0.05785
GBRTENW,Period,Total,1990,78,0.06340
GBRTENW,Period,Total,1990,79,0.07033
GBRTENW,Period,Total,1990,80,0.07718
GBRTENW,Period,Total,1990,81,0.08360
GBRTENW,Period,Total,1990,82,0.09216
GBRTENW,Period,Total,1990,83,0.10246
GBRTENW,Period,Total,1990,84,0.11058
GBRTENW,Period,Total,1990,85,0.12264
GBRTENW,Period,Total,1990,86,0.13489
GBRTENW,Period,Total,1990,87,0.14681
GBRTENW,Period,Total,1990,88,0.15629
GBRTENW,Period,Total,1990,89,0.17273
GBRTENW,Period,Total,1990,90,0.18911
GBRTENW,Period,Total,1990,91,0.20886
GBRTENW,Period,Total,1990,92,0.23064
GBRTENW,Period,Total,1990,93,0.24989
GBRTENW,Period,Total,1990,94,0.27243
GBRTENW,Period,Total,1990,95,0.30328
GBRTENW,Period,Total,1990,96,0.33060
GBRTENW,Period,Total,1990,97,0.35114
GBRTENW,Period,Total,1990,98,0.35238
GBRTENW,Period,Total,1990,99,0.41684
GBRTENW,Period,Total,1990,100,0.41924
GBRTENW,Period,Total,1990,101,0.46980
GBRTENW,Period,Total,1990,102,0.50500
GBRTENW,Period,Total,1990,103,0.53267
GBRTENW,Period,Total,1990,104,0.58287
GBRTENW,Period,Total,1990,105,0.54206
GBRTENW,Period,Total,1990,106,0.53880
GBRTENW,Period,Total,1990,107,0.61873
GBRTENW,Period,Total,1990,108,1.06282
GBRTENW,Period,Total,1990,109,1.59716
GBRTENW,Period,Total,1990,110,2.63158
GBRTENW,Period,Total,1991,0,0.00743
GBRTENW,Period,Total,1991,1,0.00061
GBRTENW,Period,Total,1991,2,0.00037
GBRTENW,Period,Total,1991,3,0.00027
GBRTENW,Period,Total,1991,4,0.00021
GBRTENW,Period,Total,1991,5,0.00021
GBRTENW,Period,Total,1991,6,0.00018
GBRTENW,Period,Total,1991,7,0.00018
GBRTENW,Period,Total,1991,8,0.00017
GBRTENW,Period,Total,1991,9,0.00018
GBRTENW,Period,Total,1991,10,0.00017
GBRTENW,Period,Total,1991,11,0.00017
GBRTENW,Period,Total,1991,12,0.00016
GBRTENW,Period,Total,1991,13,0.00019
GBRTENW,Period,Total,1991,14,0.00026
GBRTENW,Period,Total,1991,15,0.00034
GBRTENW,Period,Total,1991,16,0.00040
GBRTENW,Period,Total,1991,17,0.00056
GBRTENW,Period,Total,1991,18,0.00062
GBRTENW,Period,Total,1991,19,0.00061
GBRTENW,Period,Total,1991,20,0.00058
GBRTENW,Period,Total,1991,21,0.00059
GBRTENW,Period,Total,1991,22,0.00063
GBRTENW,Period,Total,1991,23,0.00067
GBRTENW,Period,Total,1991,24,0.00061
GBRTENW,Period,Total,1991,25,0.00061
GBRTENW,Period,Total,1991,26,0.00063
GBRTENW,Period,Total,1991,27,0.00060
GBRTENW,Period,Total,1991,28,0.00061
GBRTENW,Period,Total,1991,29,0.00064
GBRTENW,Period,Total,1991,30,0.00068
GBRTENW,Period,Total,1991,31,0.00072
GBRTENW,Period,Total,1991,32,0.00080
GBRTENW,Period,Total,1991,33,0.00079
GBRTENW,Period,Total,1991,34,0.00088
GBRTENW,Period,Total,1991,35,0.00093
GBRTENW,Period,Total,1991,36,0.00099
GBRTENW,Period,Total,1991,37,0.00114
GBRTENW,Period,Total,1991,38,0.00117
GBRTENW,Period,Total,1991,39,0.00137
GBRTENW,Period,Total,1991,40,0.00134
GBRTENW,Period,Total,1991,41,0.00145
GBRTENW,Period,Total,1991,42,0.00171
GBRTENW,Period,Total,1991,43,0.00177
GBRTENW,Period,Total,1991,44,0.00208
GBRTENW,Period,Total,1991,45,0.00213
GBRTENW,Period,Total,1991,46,0.00267
GBRTENW,Period,Total,1991,47,0.00264
GBRTENW,Period,Total,1991,48,0.00315
GBRTENW,Period,Total,1991,49,0.00338
GBRTENW,Period,Total,1991,50,0.00372
GBRTENW,Period,Total,1991,51,0.00434
GBRTENW,Period,Total,1991,52,0.00483
GBRTENW,Period,Total,1991,53,0.00518
GBRTENW,Period,Total,1991,54,0.00573
GBRTENW,Period,Total,1991,55,0.00650
GBRTENW,Period,Total,1991,56,0.00704
GBRTENW,Period,Total,1991,57,0.00777
GBRTENW,Period,Total,1991,58,0.00863
GBRTENW,Period,Total,1991,59,0.01002
GBRTENW,Period,Total,1991,60,0.01119
GBRTENW,Period,Total,1991,61,0.01261
GBRTENW,Period,Total,1991,62,0.01337
GBRTENW,Period,Total,1991,63,0.01545
GBRTENW,Period,Total,1991,64,0.01724
GBRTENW,Period,Total,1991,65,0.01946
GBRTENW,Period,Total,1991,66,0.02109
GBRTENW,Period,Total,1991,67,0.02345
GBRTENW,Period,Total,1991,68,0.02508
GBRTENW,Period,Total,1991,69,0.02782
GBRTENW,Period,Total,1991,70,0.03081
GBRTENW,Period,Total,1991,71,0.03540
GBRTENW,Period,Total,1991,72,0.03435
GBRTENW,Period,Total,1991,73,0.03929
GBRTENW,Period,Total,1991,74,0.04419
GBRTENW,Period,Total,1991,75,0.04738
GBRTENW,Period,Total,1991,76,0.05281
GBRTENW,Period,Total,1991,77,0.05847
GBRTENW,Period,Total,1991,78,0.06353
GBRTENW,Period,Total,1991,79,0.07003
GBRTENW,Period,Total,1991,80,0.07717
GBRTENW,Period,Total,1991,81,0.08471
GBRTENW,Period,Total,1991,82,0.09262
GBRTENW,Period,Total,1991,83,0.10083
GBRTENW,Period,Total,1991,84,0.11279
GBRTENW,Period,Total,1991,85,0.12189
GBRTENW,Period,Total,1991,86,0.13550
GBRTENW,Period,Total,1991,87,0.14858
GBRTENW,Period,Total,1991,88,0.16189
GBRTENW,Period,Total,1991,89,0.17570
GBRTENW,Period,Total,1991,90,0.19645
GBRTENW,Period,Total,1991,91,0.21449
GBRTENW,Period,Total,1991,92,0.23242
GBRTENW,Period,Total,1991,93,0.25744
GBRTENW,Period,Total,1991,94,0.28161
GBRTENW,Period,Total,1991,95,0.30231
GBRTENW,Period,Total,1991,96,0.33577
GBRTENW,Period,Total,1991,97,0.34610
GBRTENW,Period,Total,1991,98,0.36494
GBRTENW,Period,Total,1991,99,0.41624
GBRTENW,Period,Total,1991,100,0.44054
