year,sex,age,mx,age_start,age_width
1979,total,35-39,0.00171,35,5
1980,total,35-39,0.00168,35,5
1981,total,35-39,0.00167,35,5
1982,total,35-39,0.00167,35,5
1983,total,35-39,0.00168,35,5
1984,total,35-39,0.00161,35,5
1985,total,35-39,0.00163,35,5
1986,total,35-39,0.00161,35,5
1987,total,35-39,0.00160,35,5
1988,total,35-39,0.00161,35,5
1989,total,35-39,0.00163,35,5
1990,total,35-39,0.00168,35,5
1991,total,35-39,0.00166,35,5
1992,total,35-39,0.00171,35,5
1993,total,35-39,0.00172,35,5
1994,total,35-39,0.00172,35,5
1995,total,35-39,0.00168,35,5
1996,total,35-39,0.00159,35,5
1997,total,35-39,0.00143,35,5
1998,total,35-39,0.00139,35,5
1999,total,35-39,0.00130,35,5
1925,female,40-44,0.00716,40,5
1926,female,40-44,0.00721,40,5
1927,female,40-44,0.00656,40,5
1928,female,40-44,0.00640,40,5
1929,female,40-44,0.00689,40,5
1930,female,40-44,0.00634,40,5
1931,female,40-44,0.00641,40,5
1932,female,40-44,0.00632,40,5
1933,female,40-44,0.00616,40,5
1934,female,40-44,0.00573,40,5
1935,female,40-44,0.00606,40,5
1936,female,40-44,0.00585,40,5
1937,female,40-44,0.00553,40,5
1938,female,40-44,0.00561,40,5
1939,female,40-44,0.00529,40,5
1940,female,40-44,0.00604,40,5
1941,female,40-44,0.00573,40,5
1942,female,40-44,0.00517,40,5
1943,female,40-44,0.00503,40,5
1944,female,40-44,0.00604,40,5
1945,female,40-44,0.00451,40,5
1946,female,40-44,0.00374,40,5
1947,female,40-44,0.00343,40,5
1948,female,40-44,0.00338,40,5
1949,female,40-44,0.00354,40,5
1950,female,40-44,0.00324,40,5
1951,female,40-44,0.00322,40,5
1952,female,40-44,0.00307,40,5
1953,female,40-44,0.00304,40,5
1954,female,40-44,0.00286,40,5
1955,female,40-44,0.00280,40,5
1956,female,40-44,0.00275,40,5
1957,female,40-44,0.00269,40,5
1958,female,40-44,0.00239,40,5
1959,female,40-44,0.00247,40,5
1960,female,40-44,0.00231,40,5
1961,female,40-44,0.00212,40,5
1962,female,40-44,0.00222,40,5
1963,female,40-44,0.00229,40,5
1964,female,40-44,0.00218,40,5
1965,female,40-44,0.00215,40,5
1966,female,40-44,0.00215,40,5
1967,female,40-44,0.00211,40,5
1968,female,40-44,0.00211,40,5
1969,female,40-44,0.00212,40,5
1970,female,40-44,0.00207,40,5
1971,female,40-44,0.00204,40,5
1972,female,40-44,0.00207,40,5
1973,female,40-44,0.00199,40,5
1974,female,40-44,0.00192,40,5
1975,female,40-44,0.00189,40,5
1976,female,40-44,0.00184,40,5
1977,female,40-44,0.00171,40,5
1978,female,40-44,0.00170,40,5
1979,female,40-44,0.00170,40,5
1980,female,40-44,0.00171,40,5
1981,female,40-44,0.00163,40,5
1982,female,40-44,0.00158,40,5
1983,female,40-44,0.00156,40,5
1984,female,40-44,0.00155,40,5
1985,female,40-44,0.00144,40,5
1986,female,40-44,0.00148,40,5
1987,female,40-44,0.00145,40,5
1988,female,40-44,0.00143,40,5
1989,female,40-44,0.00145,40,5
1990,female,40-44,0.00135,40,5
1991,female,40-44,0.00140,40,5
1992,female,40-44,0.00137,40,5
1993,female,40-44,0.00143,40,5
1994,female,40-44,0.00135,40,5
1995,female,40-44,0.00144,40,5
1996,female,40-44,0.00139,40,5
1997,female,40-44,0.00133,40,5
1998,female,40-44,0.00134,40,5
1999,female,40-44,0.00136,40,5
1925,male,40-44,0.01073,40,5
1926,male,40-44,0.01051,40,5
1927,male,40-44,0.00952,40,5
1928,male,40-44,0.00951,40,5
1929,male,40-44,0.01031,40,5
1930,male,40-44,0.00981,40,5
1931,male,40-44,0.00950,40,5
1932,male,40-44,0.00930,40,5
1933,male,40-44,0.00952,40,5
1934,male,40-44,0.00951,40,5
1935,male,40-44,0.01006,40,5
1936,male,40-44,0.00984,40,5
1937,male,40-44,0.00957,40,5
1938,male,40-44,0.01009,40,5
1939,male,40-44,0.00958,40,5
1940,male,40-44,0.01023,40,5
1941,male,40-44,0.01042,40,5
1942,male,40-44,0.00885,40,5
1943,male,40-44,0.00828,40,5
1944,male,40-44,0.01150,40,5
1945,male,40-44,0.00722,40,5
1946,male,40-44,0.00555,40,5
1947,male,40-44,0.00536,40,5
1948,male,40-44,0.00570,40,5
1949,male,40-44,0.00535,40,5
1950,male,40-44,0.00521,40,5
1951,male,40-44,0.00537,40,5
1952,male,40-44,0.00480,40,5
1953,male,40-44,0.00485,40,5
1954,male,40-44,0.00466,40,5
1955,male,40-44,0.00461,40,5
1956,male,40-44,0.00490,40,5
1957,male,40-44,0.00467,40,5
1958,male,40-44,0.00418,40,5
1959,male,40-44,0.00413,40,5
1960,male,40-44,0.00387,40,5
1961,male,40-44,0.00403,40,5
1962,male,40-44,0.00414,40,5
1963,male,40-44,0.00415,40,5
1964,male,40-44,0.00406,40,5
1965,male,40-44,0.00426,40,5
1966,male,40-44,0.00422,40,5
1967,male,40-44,0.00420,40,5
1968,male,40-44,0.00430,40,5
1969,male,40-44,0.00438,40,5
1970,male,40-44,0.00418,40,5
1971,male,40-44,0.00433,40,5
1972,male,40-44,0.00430,40,5
1973,male,40-44,0.00429,40,5
1974,male,40-44,0.00418,40,5
1975,male,40-44,0.00421,40,5
1976,male,40-44,0.00409,40,5
1977,male,40-44,0.00395,40,5
1978,male,40-44,0.00381,40,5
1979,male,40-44,0.00375,40,5
1980,male,40-44,0.00369,40,5
1981,male,40-44,0.00353,40,5
1982,male,40-44,0.00352,40,5
1983,male,40-44,0.00344,40,5
1984,male,40-44,0.00338,40,5
1985,male,40-44,0.00337,40,5
1986,male,40-44,0.00338,40,5
1987,male,40-44,0.00324,40,5
1988,male,40-44,0.00324,40,5
1989,male,40-44,0.00325,40,5
1990,male,40-44,0.00329,40,5
1991,male,40-44,0.00341,40,5
1992,male,40-44,0.00340,40,5
1993,male,40-44,0.00341,40,5
1994,male,40-44,0.00336,40,5
1995,male,40-44,0.00337,40,5
1996,male,40-44,0.00328,40,5
1997,male,40-44,0.00305,40,5
1998,male,40-44,0.00299,40,5
1999,male,40-44,0.00295,40,5
1925,total,40-44,0.00881,40,5
1926,total,40-44,0.00873,40,5
1927,total,40-44,0.00792,40,5
1928,total,40-44,0.00783,40,5
1929,total,40-44,0.00846,40,5
1930,total,40-44,0.00793,40,5
1931,total,40-44,0.00782,40,5
1932,total,40-44,0.00767,40,5
1933,total,40-44,0.00767,40,5
1934,total,40-44,0.00743,40,5
1935,total,40-44,0.00784,40,5
1936,total,40-44,0.00764,40,5
1937,total,40-44,0.00737,40,5
1938,total,40-44,0.00768,40,5
1939,total,40-44,0.00732,40,5
1940,total,40-44,0.00810,40,5
1941,total,40-44,0.00806,40,5
1942,total,40-44,0.00699,40,5
1943,total,40-44,0.00664,40,5
1944,total,40-44,0.00875,40,5
1945,total,40-44,0.00586,40,5
1946,total,40-44,0.00464,40,5
1947,total,40-44,0.00439,40,5
1948,total,40-44,0.00454,40,5
1949,total,40-44,0.00444,40,5
1950,total,40-44,0.00422,40,5
1951,total,40-44,0.00429,40,5
1952,total,40-44,0.00393,40,5
1953,total,40-44,0.00394,40,5
1954,total,40-44,0.00376,40,5
1955,total,40-44,0.00370,40,5
1956,total,40-44,0.00381,40,5
1957,total,40-44,0.00367,40,5
1958,total,40-44,0.00328,40,5
1959,total,40-44,0.00329,40,5
1960,total,40-44,0.00309,40,5
1961,total,40-44,0.00307,40,5
1962,total,40-44,0.00318,40,5
1963,total,40-44,0.00322,40,5
1964,total,40-44,0.00312,40,5
1965,total,40-44,0.00321,40,5
1966,total,40-44,0.00319,40,5
1967,total,40-44,0.00316,40,5
1968,total,40-44,0.00321,40,5
1969,total,40-44,0.00327,40,5
1970,total,40-44,0.00314,40,5
1971,total,40-44,0.00321,40,5
1972,total,40-44,0.00320,40,5
1973,total,40-44,0.00316,40,5
1974,total,40-44,0.00307,40,5
1975,total,40-44,0.00307,40,5
1976,total,40-44,0.00298,40,5
1977,total,40-44,0.00285,40,5
1978,total,40-44,0.00277,40,5
1979,total,40-44,0.00274,40,5
1980,total,40-44,0.00270,40,5
1981,total,40-44,0.00259,40,5
1982,total,40-44,0.00255,40,5
1983,total,40-44,0.00250,40,5
1984,total,40-44,0.00247,40,5
1985,total,40-44,0.00241,40,5
1986,total,40-44,0.00244,40,5
1987,total,40-44,0.00237,40,5
1988,total,40-44,0.00236,40,5
1989,total,40-44,0.00235,40,5
1990,total,40-44,0.00232,40,5
1991,total,40-44,0.00240,40,5
1992,total,40-44,0.00238,40,5
1993,total,40-44,0.00241,40,5
1994,total,40-44,0.00235,40,5
1995,total,40-44,0.00239,40,5
1996,total,40-44,0.00232,40,5
1997,total,40-44,0.00217,40,5
1998,total,40-44,0.00215,40,5
1999,total,40-44,0.00214,40,5
1925,female,45-49,0.00863,45,5
1926,female,45-49,0.00883,45,5
1927,female,45-49,0.00809,45,5
1928,female,45-49,0.00786,45,5
1929,female,45-49,0.00855,45,5
1930,female,45-49,0.00809,45,5
1931,female,45-49,0.00815,45,5
1932,female,45-49,0.00796,45,5
1933,female,45-49,0.00803,45,5
1934,female,45-49,0.00756,45,5
1935,female,45-49,0.00799,45,5
1936,female,45-49,0.00747,45,5
1937,female,45-49,0.00730,45,5
1938,female,45-49,0.00751,45,5
1939,female,45-49,0.00729,45,5
1940,female,45-49,0.00810,45,5
1941,female,45-49,0.00763,45,5
1942,female,45-49,0.00683,45,5
1943,female,45-49,0.00642,45,5
1944,female,45-49,0.00758,45,5
1945,female,45-49,0.00595,45,5
1946,female,45-49,0.00480,45,5
1947,female,45-49,0.00479,45,5
1948,female,45-49,0.00472,45,5
1949,female,45-49,0.00479,45,5
1950,female,45-49,0.00470,45,5
1951,female,45-49,0.00476,45,5
1952,female,45-49,0.00443,45,5
1953,female,45-49,0.00449,45,5
1954,female,45-49,0.00424,45,5
1955,female,45-49,0.00418,45,5
1956,female,45-49,0.00415,45,5
1957,female,45-49,0.00391,45,5
1958,female,45-49,0.00353,45,5
1959,female,45-49,0.00347,45,5
1960,female,45-49,0.00357,45,5
1961,female,45-49,0.00342,45,5
1962,female,45-49,0.00356,45,5
1963,female,45-49,0.00355,45,5
1964,female,45-49,0.00332,45,5
1965,female,45-49,0.00337,45,5
1966,female,45-49,0.00324,45,5
1967,female,45-49,0.00316,45,5
1968,female,45-49,0.00325,45,5
1969,female,45-49,0.00332,45,5
1970,female,45-49,0.00305,45,5
1971,female,45-49,0.00315,45,5
1972,female,45-49,0.00310,45,5
1973,female,45-49,0.00300,45,5
1974,female,45-49,0.00294,45,5
1975,female,45-49,0.00292,45,5
1976,female,45-49,0.00288,45,5
1977,female,45-49,0.00274,45,5
1978,female,45-49,0.00273,45,5
1979,female,45-49,0.00256,45,5
1980,female,45-49,0.00258,45,5
1981,female,45-49,0.00247,45,5
1982,female,45-49,0.00242,45,5
1983,female,45-49,0.00240,45,5
1984,female,45-49,0.00235,45,5
1985,female,45-49,0.00224,45,5
1986,female,45-49,0.00223,45,5
1987,female,45-49,0.00217,45,5
1988,female,45-49,0.00219,45,5
1989,female,45-49,0.00209,45,5
1990,female,45-49,0.00208,45,5
1991,female,45-49,0.00203,45,5
1992,female,45-49,0.00201,45,5
1993,female,45-49,0.00203,45,5
1994,female,45-49,0.00202,45,5
1995,female,45-49,0.00203,45,5
1996,female,45-49,0.00199,45,5
1997,female,45-49,0.00200,45,5
1998,female,45-49,0.00192,45,5
1999,female,45-49,0.00199,45,5
1925,male,45-49,0.01352,45,5
1926,male,45-49,0.01323,45,5
1927,male,45-49,0.01206,45,5
1928,male,45-49,0.01196,45,5
1929,male,45-49,0.01338,45,5
1930,male,45-49,0.01285,45,5
1931,male,45-49,0.01230,45,5
1932,male,45-49,0.01220,45,5
1933,male,45-49,0.01268,45,5
1934,male,45-49,0.01240,45,5
1935,male,45-49,0.01302,45,5
1936,male,45-49,0.01248,45,5
1937,male,45-49,0.01248,45,5
1938,male,45-49,0.01265,45,5
1939,male,45-49,0.01252,45,5
1940,male,45-49,0.01397,45,5
1941,male,45-49,0.01404,45,5
1942,male,45-49,0.01235,45,5
1943,male,45-49,0.01100,45,5
1944,male,45-49,0.01439,45,5
1945,male,45-49,0.00983,45,5
1946,male,45-49,0.00791,45,5
1947,male,45-49,0.00810,45,5
1948,male,45-49,0.00835,45,5
1949,male,45-49,0.00808,45,5
1950,male,45-49,0.00802,45,5
1951,male,45-49,0.00830,45,5
1952,male,45-49,0.00767,45,5
1953,male,45-49,0.00797,45,5
1954,male,45-49,0.00769,45,5
1955,male,45-49,0.00744,45,5
1956,male,45-49,0.00761,45,5
1957,male,45-49,0.00732,45,5
1958,male,45-49,0.00631,45,5
1959,male,45-49,0.00651,45,5
1960,male,45-49,0.00652,45,5
1961,male,45-49,0.00653,45,5
1962,male,45-49,0.00675,45,5
1963,male,45-49,0.00682,45,5
1964,male,45-49,0.00632,45,5
1965,male,45-49,0.00641,45,5
1966,male,45-49,0.00631,45,5
1967,male,45-49,0.00659,45,5
1968,male,45-49,0.00661,45,5
1969,male,45-49,0.00678,45,5
1970,male,45-49,0.00625,45,5
1971,male,45-49,0.00650,45,5
1972,male,45-49,0.00659,45,5
1973,male,45-49,0.00655,45,5
1974,male,45-49,0.00662,45,5
1975,male,45-49,0.00674,45,5
1976,male,45-49,0.00678,45,5
1977,male,45-49,0.00666,45,5
1978,male,45-49,0.00663,45,5
1979,male,45-49,0.00637,45,5
1980,male,45-49,0.00626,45,5
1981,male,45-49,0.00602,45,5
1982,male,45-49,0.00591,45,5
1983,male,45-49,0.00578,45,5
1984,male,45-49,0.00557,45,5
1985,male,45-49,0.00553,45,5
1986,male,45-49,0.00533,45,5
1987,male,45-49,0.00508,45,5
1988,male,45-49,0.00492,45,5
1989,male,45-49,0.00489,45,5
1990,male,45-49,0.00488,45,5
1991,male,45-49,0.00483,45,5
1992,male,45-49,0.00484,45,5
1993,male,45-49,0.00478,45,5
1994,male,45-49,0.00485,45,5
1995,male,45-49,0.00481,45,5
1996,male,45-49,0.00462,45,5
1997,male,45-49,0.00461,45,5
1998,male,45-49,0.00461,45,5
1999,male,45-49,0.00459,45,5
1925,total,45-49,0.01096,45,5
1926,total,45-49,0.01091,45,5
1927,total,45-49,0.00994,45,5
1928,total,45-49,0.00976,45,5
1929,total,45-49,0.01077,45,5
1930,total,45-49,0.01027,45,5
1931,total,45-49,0.01004,45,5
1932,total,45-49,0.00989,45,5
1933,total,45-49,0.01014,45,5
1934,total,45-49,0.00975,45,5
1935,total,45-49,0.01026,45,5
1936,total,45-49,0.00972,45,5
1937,total,45-49,0.00960,45,5
1938,total,45-49,0.00978,45,5
1939,total,45-49,0.00958,45,5
1940,total,45-49,0.01073,45,5
1941,total,45-49,0.01052,45,5
1942,total,45-49,0.00928,45,5
1943,total,45-49,0.00850,45,5
1944,total,45-49,0.01075,45,5
1945,total,45-49,0.00781,45,5
1946,total,45-49,0.00632,45,5
1947,total,45-49,0.00643,45,5
1948,total,45-49,0.00652,45,5
1949,total,45-49,0.00643,45,5
1950,total,45-49,0.00635,45,5
1951,total,45-49,0.00652,45,5
1952,total,45-49,0.00604,45,5
1953,total,45-49,0.00622,45,5
1954,total,45-49,0.00595,45,5
1955,total,45-49,0.00579,45,5
1956,total,45-49,0.00586,45,5
1957,total,45-49,0.00559,45,5
1958,total,45-49,0.00490,45,5
1959,total,45-49,0.00496,45,5
1960,total,45-49,0.00502,45,5
1961,total,45-49,0.00495,45,5
1962,total,45-49,0.00512,45,5
1963,total,45-49,0.00515,45,5
1964,total,45-49,0.00480,45,5
1965,total,45-49,0.00488,45,5
1966,total,45-49,0.00475,45,5
1967,total,45-49,0.00486,45,5
1968,total,45-49,0.00491,45,5
1969,total,45-49,0.00503,45,5
1970,total,45-49,0.00464,45,5
1971,total,45-49,0.00481,45,5
1972,total,45-49,0.00484,45,5
1973,total,45-49,0.00478,45,5
1974,total,45-49,0.00478,45,5
1975,total,45-49,0.00484,45,5
1976,total,45-49,0.00484,45,5
1977,total,45-49,0.00470,45,5
1978,total,45-49,0.00469,45,5
1979,total,45-49,0.00448,45,5
1980,total,45-49,0.00443,45,5
1981,total,45-49,0.00425,45,5
1982,total,45-49,0.00416,45,5
1983,total,45-49,0.00409,45,5
1984,total,45-49,0.00396,45,5
1985,total,45-49,0.00388,45,5
1986,total,45-49,0.00382,45,5
1987,total,45-49,0.00366,45,5
1988,total,45-49,0.00360,45,5
1989,total,45-49,0.00349,45,5
1990,total,45-49,0.00348,45,5
1991,total,45-49,0.00345,45,5
1992,total,45-49,0.00344,45,5
1993,total,45-49,0.00343,45,5
1994,total,45-49,0.00342,45,5
1995,total,45-49,0.00342,45,5
1996,total,45-49,0.00330,45,5
1997,total,45-49,0.00329,45,5
1998,total,45-49,0.00325,45,5
1999,total,45-49,0.00327,45,5
1925,female,50-54,0.01172,50,5
1926,female,50-54,0.01166,50,5
1927,female,50-54,0.01096,50,5
1928,female,50-54,0.01060,50,5
1929,female,50-54,0.01149,50,5
1930,female,50-54,0.01046,50,5
1931,female,50-54,0.01060,50,5
1932,female,50-54,0.01043,50,5
1933,female,50-54,0.01040,50,5
1934,female,50-54,0.01007,50,5
1935,female,50-54,0.01074,50,5
1936,female,50-54,0.01037,50,5
1937,female,50-54,0.01004,50,5
1938,female,50-54,0.01008,50,5
1939,female,50-54,0.00972,50,5
1940,female,50-54,0.01090,50,5
1941,female,50-54,0.01034,50,5
1942,female,50-54,0.00946,50,5
1943,female,50-54,0.00890,50,5
1944,female,50-54,0.01015,50,5
1945,female,50-54,0.00832,50,5
1946,female,50-54,0.00708,50,5
1947,female,50-54,0.00687,50,5
1948,female,50-54,0.00664,50,5
1949,female,50-54,0.00705,50,5
1950,female,50-54,0.00677,50,5
1951,female,50-54,0.00700,50,5
1952,female,50-54,0.00663,50,5
1953,female,50-54,0.00679,50,5
1954,female,50-54,0.00626,50,5
1955,female,50-54,0.00614,50,5
1956,female,50-54,0.00613,50,5
1957,female,50-54,0.00586,50,5
1958,female,50-54,0.00532,50,5
1959,female,50-54,0.00532,50,5
1960,female,50-54,0.00531,50,5
1961,female,50-54,0.00496,50,5
1962,female,50-54,0.00509,50,5
1963,female,50-54,0.00508,50,5
1964,female,50-54,0.00497,50,5
1965,female,50-54,0.00492,50,5
1966,female,50-54,0.00494,50,5
1967,female,50-54,0.00502,50,5
1968,female,50-54,0.00481,50,5
1969,female,50-54,0.00495,50,5
1970,female,50-54,0.00470,50,5
1971,female,50-54,0.00453,50,5
1972,female,50-54,0.00447,50,5
1973,female,50-54,0.00432,50,5
1974,female,50-54,0.00439,50,5
1975,female,50-54,0.00432,50,5
1976,female,50-54,0.00424,50,5
1977,female,50-54,0.00397,50,5
1978,female,50-54,0.00397,50,5
1979,female,50-54,0.00396,50,5
1980,female,50-54,0.00387,50,5
1981,female,50-54,0.00368,50,5
1982,female,50-54,0.00364,50,5
1983,female,50-54,0.00368,50,5
1984,female,50-54,0.00347,50,5
1985,female,50-54,0.00349,50,5
1986,female,50-54,0.00341,50,5
1987,female,50-54,0.00329,50,5
1988,female,50-54,0.00324,50,5
1989,female,50-54,0.00314,50,5
1990,female,50-54,0.00303,50,5
1991,female,50-54,0.00296,50,5
1992,female,50-54,0.00289,50,5
1993,female,50-54,0.00290,50,5
1994,female,50-54,0.00287,50,5
1995,female,50-54,0.00283,50,5
1996,female,50-54,0.00286,50,5
1997,female,50-54,0.00288,50,5
1998,female,50-54,0.00277,50,5
1999,female,50-54,0.00277,50,5
1925,male,50-54,0.01768,50,5
1926,male,50-54,0.01729,50,5
1927,male,50-54,0.01606,50,5
1928,male,50-54,0.01594,50,5
1929,male,50-54,0.01783,50,5
1930,male,50-54,0.01680,50,5
1931,male,50-54,0.01672,50,5
1932,male,50-54,0.01649,50,5
1933,male,50-54,0.01669,50,5
1934,male,50-54,0.01676,50,5
1935,male,50-54,0.01746,50,5
1936,male,50-54,0.01700,50,5
1937,male,50-54,0.01687,50,5
1938,male,50-54,0.01735,50,5
1939,male,50-54,0.01695,50,5
1940,male,50-54,0.01991,50,5
1941,male,50-54,0.01940,50,5
1942,male,50-54,0.01702,50,5
1943,male,50-54,0.01500,50,5
1944,male,50-54,0.01841,50,5
1945,male,50-54,0.01374,50,5
1946,male,50-54,0.01148,50,5
1947,male,50-54,0.01159,50,5
1948,male,50-54,0.01206,50,5
1949,male,50-54,0.01218,50,5
1950,male,50-54,0.01226,50,5
1951,male,50-54,0.01268,50,5
1952,male,50-54,0.01201,50,5
1953,male,50-54,0.01241,50,5
1954,male,50-54,0.01195,50,5
1955,male,50-54,0.01181,50,5
1956,male,50-54,0.01225,50,5
1957,male,50-54,0.01185,50,5
1958,male,50-54,0.01048,50,5
1959,male,50-54,0.01066,50,5
1960,male,50-54,0.01092,50,5
1961,male,50-54,0.01034,50,5
1962,male,50-54,0.01069,50,5
1963,male,50-54,0.01070,50,5
1964,male,50-54,0.01012,50,5
1965,male,50-54,0.01058,50,5
1966,male,50-54,0.01026,50,5
1967,male,50-54,0.01032,50,5
1968,male,50-54,0.01029,50,5
1969,male,50-54,0.01034,50,5
1970,male,50-54,0.00942,50,5
1971,male,50-54,0.00970,50,5
1972,male,50-54,0.00969,50,5
1973,male,50-54,0.00967,50,5
1974,male,50-54,0.00982,50,5
1975,male,50-54,0.01010,50,5
1976,male,50-54,0.01014,50,5
1977,male,50-54,0.00980,50,5
1978,male,50-54,0.00971,50,5
1979,male,50-54,0.00989,50,5
1980,male,50-54,0.00975,50,5
1981,male,50-54,0.00971,50,5
1982,male,50-54,0.00946,50,5
1983,male,50-54,0.00940,50,5
1984,male,50-54,0.00909,50,5
1985,male,50-54,0.00893,50,5
1986,male,50-54,0.00878,50,5
1987,male,50-54,0.00832,50,5
1988,male,50-54,0.00797,50,5
1989,male,50-54,0.00790,50,5
1990,male,50-54,0.00747,50,5
1991,male,50-54,0.00723,50,5
1992,male,50-54,0.00715,50,5
1993,male,50-54,0.00691,50,5
1994,male,50-54,0.00695,50,5
1995,male,50-54,0.00684,50,5
1996,male,50-54,0.00677,50,5
1997,male,50-54,0.00655,50,5
1998,male,50-54,0.00649,50,5
1999,male,50-54,0.00650,50,5
1925,total,50-54,0.01461,50,5
1926,total,50-54,0.01438,50,5
1927,total,50-54,0.01341,50,5
1928,total,50-54,0.01316,50,5
1929,total,50-54,0.01451,50,5
1930,total,50-54,0.01345,50,5
1931,total,50-54,0.01345,50,5
1932,total,50-54,0.01322,50,5
1933,total,50-54,0.01328,50,5
1934,total,50-54,0.01310,50,5
1935,total,50-54,0.01378,50,5
1936,total,50-54,0.01335,50,5
1937,total,50-54,0.01310,50,5
1938,total,50-54,0.01332,50,5
1939,total,50-54,0.01292,50,5
1940,total,50-54,0.01486,50,5
1941,total,50-54,0.01428,50,5
1942,total,50-54,0.01272,50,5
1943,total,50-54,0.01151,50,5
1944,total,50-54,0.01366,50,5
1945,total,50-54,0.01063,50,5
1946,total,50-54,0.00898,50,5
1947,total,50-54,0.00895,50,5
1948,total,50-54,0.00908,50,5
1949,total,50-54,0.00943,50,5
1950,total,50-54,0.00938,50,5
1951,total,50-54,0.00974,50,5
1952,total,50-54,0.00926,50,5
1953,total,50-54,0.00956,50,5
1954,total,50-54,0.00906,50,5
1955,total,50-54,0.00893,50,5
1956,total,50-54,0.00914,50,5
1957,total,50-54,0.00881,50,5
1958,total,50-54,0.00785,50,5
1959,total,50-54,0.00794,50,5
1960,total,50-54,0.00806,50,5
1961,total,50-54,0.00759,50,5
1962,total,50-54,0.00783,50,5
1963,total,50-54,0.00782,50,5
1964,total,50-54,0.00748,50,5
1965,total,50-54,0.00767,50,5
1966,total,50-54,0.00752,50,5
1967,total,50-54,0.00760,50,5
1968,total,50-54,0.00747,50,5
1969,total,50-54,0.00759,50,5
1970,total,50-54,0.00702,50,5
1971,total,50-54,0.00706,50,5
1972,total,50-54,0.00704,50,5
1973,total,50-54,0.00694,50,5
1974,total,50-54,0.00705,50,5
1975,total,50-54,0.00715,50,5
1976,total,50-54,0.00713,50,5
1977,total,50-54,0.00683,50,5
1978,total,50-54,0.00679,50,5
1979,total,50-54,0.00688,50,5
1980,total,50-54,0.00678,50,5
1981,total,50-54,0.00666,50,5
1982,total,50-54,0.00652,50,5
1983,total,50-54,0.00652,50,5
1984,total,50-54,0.00625,50,5
1985,total,50-54,0.00619,50,5
1986,total,50-54,0.00606,50,5
1987,total,50-54,0.00577,50,5
1988,total,50-54,0.00558,50,5
1989,total,50-54,0.00549,50,5
1990,total,50-54,0.00523,50,5
1991,total,50-54,0.00511,50,5
1992,total,50-54,0.00504,50,5
1993,total,50-54,0.00493,50,5
1994,total,50-54,0.00494,50,5
1995,total,50-54,0.00483,50,5
1996,total,50-54,0.00482,50,5
1997,total,50-54,0.00473,50,5
1998,total,50-54,0.00465,50,5
1999,total,50-54,0.00466,50,5
1925,female,55-59,0.01564,55,5
1926,female,55-59,0.01571,55,5
1927,female,55-59,0.01452,55,5
1928,female,55-59,0.01454,55,5
1929,female,55-59,0.01542,55,5
1930,female,55-59,0.01456,55,5
1931,female,55-59,0.01485,55,5
1932,female,55-59,0.01456,55,5
1933,female,55-59,0.01479,55,5
1934,female,55-59,0.01385,55,5
1935,female,55-59,0.01449,55,5
1936,female,55-59,0.01379,55,5
1937,female,55-59,0.01344,55,5
1938,female,55-59,0.01364,55,5
1939,female,55-59,0.01345,55,5
1940,female,55-59,0.01551,55,5
1941,female,55-59,0.01421,55,5
1942,female,55-59,0.01334,55,5
1943,female,55-59,0.01254,55,5
1944,female,55-59,0.01386,55,5
1945,female,55-59,0.01180,55,5
1946,female,55-59,0.01040,55,5
1947,female,55-59,0.00973,55,5
1948,female,55-59,0.00958,55,5
1949,female,55-59,0.01016,55,5
1950,female,55-59,0.00972,55,5
1951,female,55-59,0.01014,55,5
1952,female,55-59,0.00937,55,5
1953,female,55-59,0.00973,55,5
1954,female,55-59,0.00916,55,5
1955,female,55-59,0.00886,55,5
1956,female,55-59,0.00877,55,5
1957,female,55-59,0.00842,55,5
1958,female,55-59,0.00771,55,5
1959,female,55-59,0.00780,55,5
1960,female,55-59,0.00763,55,5
1961,female,55-59,0.00726,55,5
1962,female,55-59,0.00747,55,5
1963,female,55-59,0.00751,55,5
1964,female,55-59,0.00711,55,5
1965,female,55-59,0.00724,55,5
1966,female,55-59,0.00696,55,5
1967,female,55-59,0.00685,55,5
1968,female,55-59,0.00694,55,5
1969,female,55-59,0.00703,55,5
1970,female,55-59,0.00656,55,5
1971,female,55-59,0.00672,55,5
1972,female,55-59,0.00664,55,5
1973,female,55-59,0.00642,55,5
1974,female,55-59,0.00634,55,5
1975,female,55-59,0.00615,55,5
1976,female,55-59,0.00594,55,5
1977,female,55-59,0.00570,55,5
1978,female,55-59,0.00571,55,5
1979,female,55-59,0.00563,55,5
1980,female,55-59,0.00544,55,5
1981,female,55-59,0.00530,55,5
1982,female,55-59,0.00520,55,5
1983,female,55-59,0.00516,55,5
1984,female,55-59,0.00501,55,5
1985,female,55-59,0.00493,55,5
1986,female,55-59,0.00480,55,5
1987,female,55-59,0.00471,55,5
1988,female,55-59,0.00456,55,5
1989,female,55-59,0.00449,55,5
1990,female,55-59,0.00439,55,5
1991,female,55-59,0.00429,55,5
1992,female,55-59,0.00421,55,5
1993,female,55-59,0.00425,55,5
1994,female,55-59,0.00409,55,5
1995,female,55-59,0.00394,55,5
1996,female,55-59,0.00398,55,5
1997,female,55-59,0.00391,55,5
1998,female,55-59,0.00391,55,5
1999,female,55-59,0.00381,55,5
1925,male,55-59,0.02411,55,5
1926,male,55-59,0.02366,55,5
1927,male,55-59,0.02170,55,5
1928,male,55-59,0.02180,55,5
1929,male,55-59,0.02386,55,5
