year,sex,age,mx,age_start,age_width
1982,female,90-94,0.22403,90,5
1983,female,90-94,0.23270,90,5
1984,female,90-94,0.21743,90,5
1985,female,90-94,0.21744,90,5
1986,female,90-94,0.21349,90,5
1987,female,90-94,0.19994,90,5
1988,female,90-94,0.19728,90,5
1989,female,90-94,0.20179,90,5
1990,female,90-94,0.19877,90,5
1991,female,90-94,0.19010,90,5
1992,female,90-94,0.18372,90,5
1993,female,90-94,0.18615,90,5
1994,female,90-94,0.17638,90,5
1995,female,90-94,0.17833,90,5
1996,female,90-94,0.18082,90,5
1997,female,90-94,0.17776,90,5
1998,female,90-94,0.17703,90,5
1999,female,90-94,0.17858,90,5
1925,male,90-94,0.40851,90,5
1926,male,90-94,0.39830,90,5
1927,male,90-94,0.39569,90,5
1928,male,90-94,0.39122,90,5
1929,male,90-94,0.44667,90,5
1930,male,90-94,0.34041,90,5
1931,male,90-94,0.42255,90,5
1932,male,90-94,0.36941,90,5
1933,male,90-94,0.39904,90,5
1934,male,90-94,0.35705,90,5
1935,male,90-94,0.40293,90,5
1936,male,90-94,0.40580,90,5
1937,male,90-94,0.42428,90,5
1938,male,90-94,0.39968,90,5
1939,male,90-94,0.42903,90,5
1940,male,90-94,0.55257,90,5
1941,male,90-94,0.44893,90,5
1942,male,90-94,0.45828,90,5
1943,male,90-94,0.39068,90,5
1944,male,90-94,0.41841,90,5
1945,male,90-94,0.37497,90,5
1946,male,90-94,0.31585,90,5
1947,male,90-94,0.32212,90,5
1948,male,90-94,0.29821,90,5
1949,male,90-94,0.36341,90,5
1950,male,90-94,0.34314,90,5
1951,male,90-94,0.36664,90,5
1952,male,90-94,0.34389,90,5
1953,male,90-94,0.37574,90,5
1954,male,90-94,0.32669,90,5
1955,male,90-94,0.33913,90,5
1956,male,90-94,0.36949,90,5
1957,male,90-94,0.35836,90,5
1958,male,90-94,0.35637,90,5
1959,male,90-94,0.33910,90,5
1960,male,90-94,0.34933,90,5
1961,male,90-94,0.31109,90,5
1962,male,90-94,0.35060,90,5
1963,male,90-94,0.33615,90,5
1964,male,90-94,0.28978,90,5
1965,male,90-94,0.31314,90,5
1966,male,90-94,0.29558,90,5
1967,male,90-94,0.31687,90,5
1968,male,90-94,0.32526,90,5
1969,male,90-94,0.32895,90,5
1970,male,90-94,0.29468,90,5
1971,male,90-94,0.30578,90,5
1972,male,90-94,0.28252,90,5
1973,male,90-94,0.29733,90,5
1974,male,90-94,0.28388,90,5
1975,male,90-94,0.29429,90,5
1976,male,90-94,0.29636,90,5
1977,male,90-94,0.28281,90,5
1978,male,90-94,0.28617,90,5
1979,male,90-94,0.27608,90,5
1980,male,90-94,0.28004,90,5
1981,male,90-94,0.29001,90,5
1982,male,90-94,0.27876,90,5
1983,male,90-94,0.28577,90,5
1984,male,90-94,0.26634,90,5
1985,male,90-94,0.27602,90,5
1986,male,90-94,0.26830,90,5
1987,male,90-94,0.26001,90,5
1988,male,90-94,0.25050,90,5
1989,male,90-94,0.24974,90,5
1990,male,90-94,0.25255,90,5
1991,male,90-94,0.24240,90,5
1992,male,90-94,0.23749,90,5
1993,male,90-94,0.24088,90,5
1994,male,90-94,0.22958,90,5
1995,male,90-94,0.23487,90,5
1996,male,90-94,0.23701,90,5
1997,male,90-94,0.23627,90,5
1998,male,90-94,0.23156,90,5
1999,male,90-94,0.23406,90,5
1925,total,90-94,0.37080,90,5
1926,total,90-94,0.35139,90,5
1927,total,90-94,0.35690,90,5
1928,total,90-94,0.35360,90,5
1929,total,90-94,0.41037,90,5
1930,total,90-94,0.29996,90,5
1931,total,90-94,0.37081,90,5
1932,total,90-94,0.34294,90,5
1933,total,90-94,0.23320,90,5
1934,total,90-94,0.31600,90,5
1935,total,90-94,0.35448,90,5
1936,total,90-94,0.34832,90,5
1937,total,90-94,0.33438,90,5
1938,total,90-94,0.33982,90,5
1939,total,90-94,0.35693,90,5
1940,total,90-94,0.47391,90,5
1941,total,90-94,0.37833,90,5
1942,total,90-94,0.38125,90,5
1943,total,90-94,0.35733,90,5
1944,total,90-94,0.39091,90,5
1945,total,90-94,0.34232,90,5
1946,total,90-94,0.29648,90,5
1947,total,90-94,0.29040,90,5
1948,total,90-94,0.26346,90,5
1949,total,90-94,0.32851,90,5
1950,total,90-94,0.29886,90,5
1951,total,90-94,0.33814,90,5
1952,total,90-94,0.29635,90,5
1953,total,90-94,0.33145,90,5
1954,total,90-94,0.28559,90,5
1955,total,90-94,0.29547,90,5
1956,total,90-94,0.31950,90,5
1957,total,90-94,0.31082,90,5
1958,total,90-94,0.29817,90,5
1959,total,90-94,0.29176,90,5
1960,total,90-94,0.29840,90,5
1961,total,90-94,0.27173,90,5
1962,total,90-94,0.29874,90,5
1963,total,90-94,0.29974,90,5
1964,total,90-94,0.25849,90,5
1965,total,90-94,0.27384,90,5
1966,total,90-94,0.25502,90,5
1967,total,90-94,0.26571,90,5
1968,total,90-94,0.27196,90,5
1969,total,90-94,0.26825,90,5
1970,total,90-94,0.25531,90,5
1971,total,90-94,0.26340,90,5
1972,total,90-94,0.24385,90,5
1973,total,90-94,0.25553,90,5
1974,total,90-94,0.24807,90,5
1975,total,90-94,0.25134,90,5
1976,total,90-94,0.25357,90,5
1977,total,90-94,0.27471,90,5
1978,total,90-94,0.28061,90,5
1979,total,90-94,0.23496,90,5
1980,total,90-94,0.23990,90,5
1981,total,90-94,0.24609,90,5
1982,total,90-94,0.23581,90,5
1983,total,90-94,0.24397,90,5
1984,total,90-94,0.22775,90,5
1985,total,90-94,0.22962,90,5
1986,total,90-94,0.22497,90,5
1987,total,90-94,0.21272,90,5
1988,total,90-94,0.21849,90,5
1989,total,90-94,0.22170,90,5
1990,total,90-94,0.21109,90,5
1991,total,90-94,0.20222,90,5
1992,total,90-94,0.19633,90,5
1993,total,90-94,0.19903,90,5
1994,total,90-94,0.18902,90,5
1995,total,90-94,0.19183,90,5
1996,total,90-94,0.19434,90,5
1997,total,90-94,0.19185,90,5
1998,total,90-94,0.19027,90,5
1999,total,90-94,0.19212,90,5
1925,female,95-99,0.45989,95,5
1926,female,95-99,0.38857,95,5
1927,female,95-99,0.43902,95,5
1928,female,95-99,0.42466,95,5
1929,female,95-99,0.45125,95,5
1930,female,95-99,0.32054,95,5
1931,female,95-99,0.39028,95,5
1932,female,95-99,0.38965,95,5
1933,female,95-99,0.42688,95,5
1934,female,95-99,0.39960,95,5
1935,female,95-99,0.40284,95,5
1936,female,95-99,0.41945,95,5
1937,female,95-99,0.43400,95,5
1938,female,95-99,0.45015,95,5
1939,female,95-99,0.49350,95,5
1940,female,95-99,0.58387,95,5
1941,female,95-99,0.43231,95,5
1942,female,95-99,0.42156,95,5
1943,female,95-99,0.38805,95,5
1944,female,95-99,0.47226,95,5
1945,female,95-99,0.37529,95,5
1946,female,95-99,0.32721,95,5
1947,female,95-99,0.32931,95,5
1948,female,95-99,0.30885,95,5
1949,female,95-99,0.39539,95,5
1950,female,95-99,0.31103,95,5
1951,female,95-99,0.32182,95,5
1952,female,95-99,0.29309,95,5
1953,female,95-99,0.33693,95,5
1954,female,95-99,0.37821,95,5
1955,female,95-99,0.36529,95,5
1956,female,95-99,0.38818,95,5
1957,female,95-99,0.33455,95,5
1958,female,95-99,0.31650,95,5
1959,female,95-99,0.34259,95,5
1960,female,95-99,0.36313,95,5
1961,female,95-99,0.34406,95,5
1962,female,95-99,0.38514,95,5
1963,female,95-99,0.39456,95,5
1964,female,95-99,0.35941,95,5
1965,female,95-99,0.37751,95,5
1966,female,95-99,0.36223,95,5
1967,female,95-99,0.37346,95,5
1968,female,95-99,0.37996,95,5
1969,female,95-99,0.35396,95,5
1970,female,95-99,0.34140,95,5
1971,female,95-99,0.35014,95,5
1972,female,95-99,0.33516,95,5
1973,female,95-99,0.34958,95,5
1974,female,95-99,0.35347,95,5
1975,female,95-99,0.35732,95,5
1976,female,95-99,0.36594,95,5
1977,female,95-99,0.33296,95,5
1978,female,95-99,0.33280,95,5
1979,female,95-99,0.32954,95,5
1980,female,95-99,0.34331,95,5
1981,female,95-99,0.35667,95,5
1982,female,95-99,0.33183,95,5
1983,female,95-99,0.34765,95,5
1984,female,95-99,0.32890,95,5
1985,female,95-99,0.34724,95,5
1986,female,95-99,0.34688,95,5
1987,female,95-99,0.32105,95,5
1988,female,95-99,0.30975,95,5
1989,female,95-99,0.31155,95,5
1990,female,95-99,0.30892,95,5
1991,female,95-99,0.29875,95,5
1992,female,95-99,0.29302,95,5
1993,female,95-99,0.29627,95,5
1994,female,95-99,0.28503,95,5
1995,female,95-99,0.29501,95,5
1996,female,95-99,0.29111,95,5
1997,female,95-99,0.28503,95,5
1998,female,95-99,0.28265,95,5
1999,female,95-99,0.28072,95,5
1925,male,95-99,0.48981,95,5
1926,male,95-99,0.52259,95,5
1927,male,95-99,0.44617,95,5
1928,male,95-99,0.42716,95,5
1929,male,95-99,0.45357,95,5
1930,male,95-99,0.37628,95,5
1931,male,95-99,0.45540,95,5
1932,male,95-99,0.41336,95,5
1933,male,95-99,0.49213,95,5
1934,male,95-99,0.50761,95,5
1935,male,95-99,0.51376,95,5
1936,male,95-99,0.45403,95,5
1937,male,95-99,0.44065,95,5
1938,male,95-99,0.55327,95,5
1939,male,95-99,0.56417,95,5
1940,male,95-99,0.79569,95,5
1941,male,95-99,0.52289,95,5
1942,male,95-99,0.54187,95,5
1943,male,95-99,0.45328,95,5
1944,male,95-99,0.52738,95,5
1945,male,95-99,0.56825,95,5
1946,male,95-99,0.58131,95,5
1947,male,95-99,0.54752,95,5
1948,male,95-99,0.50148,95,5
1949,male,95-99,0.51982,95,5
1950,male,95-99,0.41791,95,5
1951,male,95-99,0.38546,95,5
1952,male,95-99,0.34543,95,5
1953,male,95-99,0.37958,95,5
1954,male,95-99,0.41041,95,5
1955,male,95-99,0.35278,95,5
1956,male,95-99,0.35662,95,5
1957,male,95-99,0.36886,95,5
1958,male,95-99,0.37487,95,5
1959,male,95-99,0.37329,95,5
1960,male,95-99,0.40258,95,5
1961,male,95-99,0.41661,95,5
1962,male,95-99,0.41985,95,5
1963,male,95-99,0.41815,95,5
1964,male,95-99,0.36038,95,5
1965,male,95-99,0.35590,95,5
1966,male,95-99,0.38264,95,5
1967,male,95-99,0.42221,95,5
1968,male,95-99,0.40450,95,5
1969,male,95-99,0.41357,95,5
1970,male,95-99,0.40106,95,5
1971,male,95-99,0.41153,95,5
1972,male,95-99,0.38985,95,5
1973,male,95-99,0.42048,95,5
1974,male,95-99,0.40410,95,5
1975,male,95-99,0.36338,95,5
1976,male,95-99,0.38399,95,5
1977,male,95-99,0.34817,95,5
1978,male,95-99,0.35132,95,5
1979,male,95-99,0.36344,95,5
1980,male,95-99,0.38520,95,5
1981,male,95-99,0.39745,95,5
1982,male,95-99,0.39020,95,5
1983,male,95-99,0.39903,95,5
1984,male,95-99,0.39377,95,5
1985,male,95-99,0.42033,95,5
1986,male,95-99,0.41090,95,5
1987,male,95-99,0.39801,95,5
1988,male,95-99,0.37218,95,5
1989,male,95-99,0.36631,95,5
1990,male,95-99,0.36484,95,5
1991,male,95-99,0.35687,95,5
1992,male,95-99,0.34247,95,5
1993,male,95-99,0.35854,95,5
1994,male,95-99,0.35118,95,5
1995,male,95-99,0.35474,95,5
1996,male,95-99,0.34617,95,5
1997,male,95-99,0.33465,95,5
1998,male,95-99,0.31917,95,5
1999,male,95-99,0.32038,95,5
1925,total,95-99,0.46749,95,5
1926,total,95-99,0.42263,95,5
1927,total,95-99,0.44087,95,5
1928,total,95-99,0.42533,95,5
1929,total,95-99,0.45185,95,5
1930,total,95-99,0.33478,95,5
1931,total,95-99,0.40605,95,5
1932,total,95-99,0.39557,95,5
1933,total,95-99,0.27309,95,5
1934,total,95-99,0.42427,95,5
1935,total,95-99,0.42735,95,5
1936,total,95-99,0.42782,95,5
1937,total,95-99,0.43569,95,5
1938,total,95-99,0.47366,95,5
1939,total,95-99,0.34839,95,5
1940,total,95-99,0.45214,95,5
1941,total,95-99,0.45230,95,5
1942,total,95-99,0.44774,95,5
1943,total,95-99,0.40210,95,5
1944,total,95-99,0.48396,95,5
1945,total,95-99,0.40923,95,5
1946,total,95-99,0.36338,95,5
1947,total,95-99,0.36398,95,5
1948,total,95-99,0.34161,95,5
1949,total,95-99,0.42008,95,5
1950,total,95-99,0.33299,95,5
1951,total,95-99,0.33521,95,5
1952,total,95-99,0.30428,95,5
1953,total,95-99,0.34607,95,5
1954,total,95-99,0.38562,95,5
1955,total,95-99,0.36229,95,5
1956,total,95-99,0.38029,95,5
1957,total,95-99,0.34202,95,5
1958,total,95-99,0.32876,95,5
1959,total,95-99,0.34929,95,5
1960,total,95-99,0.37145,95,5
1961,total,95-99,0.35845,95,5
1962,total,95-99,0.40543,95,5
1963,total,95-99,0.41747,95,5
1964,total,95-99,0.38011,95,5
1965,total,95-99,0.39525,95,5
1966,total,95-99,0.36654,95,5
1967,total,95-99,0.38402,95,5
1968,total,95-99,0.38531,95,5
1969,total,95-99,0.36673,95,5
1970,total,95-99,0.35368,95,5
1971,total,95-99,0.36242,95,5
1972,total,95-99,0.34624,95,5
1973,total,95-99,0.36411,95,5
1974,total,95-99,0.36403,95,5
1975,total,95-99,0.35864,95,5
1976,total,95-99,0.36979,95,5
1977,total,95-99,0.41813,95,5
1978,total,95-99,0.42497,95,5
1979,total,95-99,0.33639,95,5
1980,total,95-99,0.35144,95,5
1981,total,95-99,0.36440,95,5
1982,total,95-99,0.34246,95,5
1983,total,95-99,0.35698,95,5
1984,total,95-99,0.34017,95,5
1985,total,95-99,0.35954,95,5
1986,total,95-99,0.35749,95,5
1987,total,95-99,0.33353,95,5
1988,total,95-99,0.34606,95,5
1989,total,95-99,0.34484,95,5
1990,total,95-99,0.31777,95,5
1991,total,95-99,0.30816,95,5
1992,total,95-99,0.30132,95,5
1993,total,95-99,0.30692,95,5
1994,total,95-99,0.29644,95,5
1995,total,95-99,0.30568,95,5
1996,total,95-99,0.30111,95,5
1997,total,95-99,0.29419,95,5
1998,total,95-99,0.28946,95,5
1999,total,95-99,0.28836,95,5
1925,female,100+,0.95719,100,5
1926,female,100+,1.25001,100,5
1927,female,100+,1.18574,100,5
1928,female,100+,1.48334,100,5
1929,female,100+,1.47273,100,5
1930,female,100+,0.54167,100,5
1931,female,100+,0.93340,100,5
1932,female,100+,0.83754,100,5
1933,female,100+,0.76366,100,5
1934,female,100+,0.42668,100,5
1935,female,100+,0.56667,100,5
1936,female,100+,0.68667,100,5
1937,female,100+,0.72002,100,5
1938,female,100+,0.70410,100,5
1939,female,100+,0.60435,100,5
1940,female,100+,0.92265,100,5
1941,female,100+,0.77152,100,5
1942,female,100+,0.68584,100,5
1943,female,100+,0.65121,100,5
1944,female,100+,0.73804,100,5
1945,female,100+,0.53308,100,5
1946,female,100+,0.36473,100,5
1947,female,100+,0.43157,100,5
1948,female,100+,0.46845,100,5
1949,female,100+,0.59781,100,5
1950,female,100+,0.94931,100,5
1951,female,100+,0.87645,100,5
1952,female,100+,0.53627,100,5
1953,female,100+,0.73347,100,5
1954,female,100+,0.54997,100,5
1955,female,100+,0.43801,100,5
1956,female,100+,0.64915,100,5
1957,female,100+,0.61180,100,5
1958,female,100+,0.48293,100,5
1959,female,100+,0.60635,100,5
1960,female,100+,0.49195,100,5
1961,female,100+,0.25598,100,5
1962,female,100+,0.26652,100,5
1963,female,100+,0.27372,100,5
1964,female,100+,0.28258,100,5
1965,female,100+,0.32232,100,5
1966,female,100+,0.31778,100,5
1967,female,100+,0.27707,100,5
1968,female,100+,0.36749,100,5
1969,female,100+,0.38015,100,5
1970,female,100+,0.45941,100,5
1971,female,100+,0.49534,100,5
1972,female,100+,0.44437,100,5
1973,female,100+,0.40415,100,5
1974,female,100+,0.37711,100,5
1975,female,100+,0.59857,100,5
1976,female,100+,0.46798,100,5
1977,female,100+,0.63374,100,5
1978,female,100+,0.64834,100,5
1979,female,100+,0.59320,100,5
1980,female,100+,0.61123,100,5
1981,female,100+,0.58827,100,5
1982,female,100+,0.51566,100,5
1983,female,100+,0.56879,100,5
1984,female,100+,0.51721,100,5
1985,female,100+,0.53228,100,5
1986,female,100+,0.49653,100,5
1987,female,100+,0.47304,100,5
1988,female,100+,0.45247,100,5
1989,female,100+,0.46426,100,5
1990,female,100+,0.48047,100,5
1991,female,100+,0.44741,100,5
1992,female,100+,0.47282,100,5
1993,female,100+,0.46556,100,5
1994,female,100+,0.44120,100,5
1995,female,100+,0.43564,100,5
1996,female,100+,0.42433,100,5
1997,female,100+,0.43831,100,5
1998,female,100+,0.44031,100,5
1999,female,100+,0.44760,100,5
1925,male,100+,0.80003,100,5
1926,male,100+,0.72502,100,5
1927,male,100+,0.84002,100,5
1928,male,100+,0.90004,100,5
1929,male,100+,1.25003,100,5
1930,male,100+,0.74287,100,5
1931,male,100+,1.00008,100,5
1932,male,100+,0.56671,100,5
1933,male,100+,0.43334,100,5
1934,male,100+,0.35002,100,5
1935,male,100+,1.73335,100,5
1936,male,100+,1.00001,100,5
1937,male,100+,1.08006,100,5
1938,male,100+,0.80008,100,5
1939,male,100+,1.26332,100,5
1940,male,100+,1.80194,100,5
1941,male,100+,1.00022,100,5
1942,male,100+,1.40028,100,5
1943,male,100+,1.85293,100,5
1944,male,100+,1.86130,100,5
1945,male,100+,1.79817,100,5
1946,male,100+,2.43428,100,5
1947,male,100+,1.67497,100,5
1948,male,100+,1.81888,100,5
1949,male,100+,1.45882,100,5
1950,male,100+,5.44473,100,5
1951,male,100+,5.11112,100,5
1952,male,100+,1.61355,100,5
1953,male,100+,1.65821,100,5
1954,male,100+,1.60034,100,5
1955,male,100+,0.81542,100,5
1956,male,100+,1.13559,100,5
1957,male,100+,0.67187,100,5
1958,male,100+,0.61667,100,5
1959,male,100+,1.16667,100,5
1960,male,100+,0.97959,100,5
1961,male,100+,0.33218,100,5
1962,male,100+,0.11570,100,5
1963,male,100+,0.18846,100,5
1964,male,100+,0.31779,100,5
1965,male,100+,0.39945,100,5
1966,male,100+,0.45754,100,5
1967,male,100+,0.36769,100,5
1968,male,100+,0.51648,100,5
1969,male,100+,0.40695,100,5
1970,male,100+,0.80101,100,5
1971,male,100+,0.66355,100,5
1972,male,100+,0.36243,100,5
1973,male,100+,0.29208,100,5
1974,male,100+,0.27298,100,5
1975,male,100+,0.43961,100,5
1976,male,100+,0.41372,100,5
1977,male,100+,0.54122,100,5
1978,male,100+,0.55892,100,5
1979,male,100+,0.47676,100,5
1980,male,100+,0.36587,100,5
1981,male,100+,0.34118,100,5
1982,male,100+,0.29650,100,5
1983,male,100+,0.39907,100,5
1984,male,100+,0.36521,100,5
1985,male,100+,0.41739,100,5
1986,male,100+,0.42875,100,5
1987,male,100+,0.38285,100,5
1988,male,100+,0.42607,100,5
1989,male,100+,0.51274,100,5
1990,male,100+,0.59459,100,5
1991,male,100+,0.47355,100,5
1992,male,100+,0.52523,100,5
1993,male,100+,0.50589,100,5
1994,male,100+,0.42842,100,5
1995,male,100+,0.42601,100,5
1996,male,100+,0.46493,100,5
1997,male,100+,0.47312,100,5
1998,male,100+,0.45054,100,5
1999,male,100+,0.50172,100,5
1925,total,100+,0.90480,100,5
1926,total,100+,1.04001,100,5
1927,total,100+,1.09476,100,5
1928,total,100+,1.33751,100,5
1929,total,100+,1.41334,100,5
1930,total,100+,0.58710,100,5
1931,total,100+,0.95207,100,5
1932,total,100+,0.76367,100,5
1933,total,100+,0.41506,100,5
1934,total,100+,0.41054,100,5
1935,total,100+,0.67273,100,5
1936,total,100+,0.73144,100,5
1937,total,100+,0.78003,100,5
1938,total,100+,0.72009,100,5
1939,total,100+,0.68359,100,5
1940,total,100+,1.03256,100,5
1941,total,100+,0.80011,100,5
1942,total,100+,0.77514,100,5
1943,total,100+,0.80142,100,5
1944,total,100+,0.87845,100,5
1945,total,100+,0.68872,100,5
1946,total,100+,0.54662,100,5
1947,total,100+,0.55392,100,5
1948,total,100+,0.59933,100,5
1949,total,100+,0.68518,100,5
1950,total,100+,1.31479,100,5
1951,total,100+,1.13328,100,5
1952,total,100+,0.63377,100,5
1953,total,100+,0.83743,100,5
1954,total,100+,0.66435,100,5
1955,total,100+,0.48674,100,5
1956,total,100+,0.72418,100,5
1957,total,100+,0.62176,100,5
1958,total,100+,0.50055,100,5
1959,total,100+,0.66315,100,5
1960,total,100+,0.54132,100,5
1961,total,100+,0.26721,100,5
1962,total,100+,0.24634,100,5
1963,total,100+,0.27693,100,5
1964,total,100+,0.30507,100,5
1965,total,100+,0.35168,100,5
1966,total,100+,0.34923,100,5
1967,total,100+,0.30563,100,5
1968,total,100+,0.40000,100,5
1969,total,100+,0.39897,100,5
1970,total,100+,0.52772,100,5
1971,total,100+,0.67219,100,5
1972,total,100+,0.42752,100,5
1973,total,100+,0.37421,100,5
1974,total,100+,0.34913,100,5
1975,total,100+,0.91235,100,5
1976,total,100+,0.45652,100,5
1977,total,100+,0.71992,100,5
1978,total,100+,0.74949,100,5
1979,total,100+,0.45087,100,5
1980,total,100+,0.42514,100,5
1981,total,100+,0.52259,100,5
1982,total,100+,0.45357,100,5
1983,total,100+,0.52607,100,5
1984,total,100+,0.48228,100,5
1985,total,100+,0.50771,100,5
1986,total,100+,0.48331,100,5
1987,total,100+,0.45631,100,5
1988,total,100+,0.51841,100,5
1989,total,100+,0.53371,100,5
1990,total,100+,0.49499,100,5
1991,total,100+,0.45096,100,5
1992,total,100+,0.47981,100,5
1993,total,100+,0.47085,100,5
1994,total,100+,0.43954,100,5
1995,total,100+,0.43445,100,5
1996,total,100+,0.42949,100,5
1997,total,100+,0.44271,100,5
1998,total,100+,0.44160,100,5
1999,total,100+,0.45438,100,5
